Game,Name,Variant,Class,Gender,HM Bonus,SecondClass,ThirdClass,char_base_stats_Lv,char_base_stats_HP,char_base_stats_S/M,char_base_stats_Skl,char_base_stats_Spd,char_base_stats_Lck,char_base_stats_Def,char_base_stats_Res,char_base_stats_Con,char_base_stats_Mov,char_growth_rates_HP,char_growth_rates_S/M,char_growth_rates_Skl,char_growth_rates_Spd,char_growth_rates_Lck,char_growth_rates_Def,char_growth_rates_Res,second_class_promo_gains_HP,second_class_promo_gains_S/M,second_class_promo_gains_Skl,second_class_promo_gains_Spd,second_class_promo_gains_Def,second_class_promo_gains_Res,second_class_promo_gains_Con,second_class_promo_gains_Mov,third_class_promo_gains_HP,third_class_promo_gains_S/M,third_class_promo_gains_Skl,third_class_promo_gains_Spd,third_class_promo_gains_Def,third_class_promo_gains_Res,third_class_promo_gains_Con,third_class_promo_gains_Mov,class_growth_rates_HP,class_growth_rates_S/M,class_growth_rates_Skl,class_growth_rates_Spd,class_growth_rates_Def,class_growth_rates_Res,class_growth_rates_Lck,class_max_stats_S/M,class_max_stats_Skl,class_max_stats_Spd,class_max_stats_Def,class_max_stats_Res,class_max_stats_Con,class_max_stats_HP,class_max_stats_Lck,class_max_stats_Mov,second_class_growth_rates_HP,second_class_growth_rates_S/M,second_class_growth_rates_Skl,second_class_growth_rates_Spd,second_class_growth_rates_Def,second_class_growth_rates_Res,second_class_growth_rates_Lck,second_class_max_stats_S/M,second_class_max_stats_Skl,second_class_max_stats_Spd,second_class_max_stats_Def,second_class_max_stats_Res,second_class_max_stats_Con,second_class_max_stats_HP,second_class_max_stats_Lck,second_class_max_stats_Mov,third_class_growth_rates_HP,third_class_growth_rates_S/M,third_class_growth_rates_Skl,third_class_growth_rates_Spd,third_class_growth_rates_Def,third_class_growth_rates_Res,third_class_growth_rates_Lck,third_class_max_stats_S/M,third_class_max_stats_Skl,third_class_max_stats_Spd,third_class_max_stats_Def,third_class_max_stats_Res,third_class_max_stats_Con,third_class_max_stats_HP,third_class_max_stats_Lck,third_class_max_stats_Mov,char_growth_rates_adjusted_HP,char_growth_rates_adjusted_S/M,char_growth_rates_adjusted_Skl,char_growth_rates_adjusted_Spd,char_growth_rates_adjusted_Lck,char_growth_rates_adjusted_Def,char_growth_rates_adjusted_Res
FE7,Louise,Eliwood/Hector's Tale,Sniper,F,0,N/A,N/A,4.0,28.0,12.0,14.0,17.0,16.0,9.0,12.0,6.0,6.0,60.0,40.0,40.0,40.0,30.0,20.0,30.0,,,,,,,,,,,,,,,,,65.0,30.0,30.0,20.0,15.0,25.0,30.0,24.0,30.0,29.0,24.0,24.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.100953736806396,41.4006358245376,41.4006358245376,41.4006358245376,31.050476868403198,20.7003179122688,31.050476868403198
FE7,Karel,Eliwood/Hector's Tale,Swordmaster,M,0,N/A,N/A,8.0,31.0,16.0,23.0,20.0,15.0,13.0,12.0,9.0,6.0,70.0,30.0,50.0,50.0,30.0,10.0,15.0,,,,,,,,,,,,,,,,,65.0,25.0,30.0,30.0,15.0,22.0,25.0,24.0,29.0,30.0,22.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02328930573437,30.867123988171873,51.445206646953125,51.445206646953125,30.867123988171873,10.289041329390626,15.433561994085936
FE7,Harken,Eliwood/Hector's Tale,Hero,M,5,N/A,N/A,8.0,38.0,21.0,20.0,17.0,12.0,15.0,10.0,11.0,6.0,80.0,35.0,30.0,40.0,20.0,30.0,25.0,,,,,,,,,,,,,,,,,75.0,30.0,30.0,20.0,20.0,20.0,25.0,25.0,30.0,26.0,25.0,22.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.87663012992,35.82102568184,30.703736298719996,40.93831506496,20.46915753248,30.703736298719996,25.586446915599996
FE7,Nino,Eliwood/Hector's Tale,Mage,F,0,Sage,N/A,5.0,19.0,7.0,8.0,11.0,10.0,4.0,7.0,3.0,5.0,55.0,50.0,55.0,60.0,45.0,15.0,50.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,,,,,,,,,55.0,55.0,40.0,35.0,5.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,30.0,28.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,55.525607319724614,50.477824836113285,55.525607319724614,60.57338980333594,45.43004235250196,15.143347450833986,50.477824836113285
FE7,Jaffar,Eliwood/Hector's Tale,Assassin,M,0,N/A,N/A,13.0,34.0,19.0,25.0,24.0,10.0,15.0,11.0,8.0,6.0,65.0,15.0,40.0,35.0,20.0,30.0,30.0,,,,,,,,,,,,,,,,,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0907756185306,15.713255911968599,41.9020157652496,36.664263794593396,20.9510078826248,31.426511823937197,31.426511823937197
FE7,Vaida,Eliwood/Hector's Tale,Wyvern Lord,F,5,N/A,N/A,9.0,43.0,20.0,19.0,13.0,11.0,21.0,6.0,12.0,8.0,60.0,45.0,25.0,40.0,30.0,25.0,15.0,,,,,,,,,,,,,,,,,75.0,40.0,30.0,20.0,20.0,17.0,20.0,25.0,26.0,24.0,27.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.767830717093744,47.075873037820315,26.15326279878906,41.8452204780625,31.383915358546872,26.15326279878906,15.691957679273436
FE7,Nils,Eliwood/Hector's Tale,Bard,M,0,N/A,N/A,1.0,14.0,0.0,0.0,12.0,10.0,5.0,4.0,3.0,5.0,85.0,5.0,5.0,70.0,80.0,30.0,70.0,,,,,,,,,,,,,,,,,45.0,45.0,30.0,60.0,0.0,13.0,70.0,10.0,10.0,30.0,24.0,26.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.14523393231093,5.008543172488878,5.008543172488878,70.11960441484429,80.13669075982205,30.05125903493327,70.11960441484429
FE7,Karla,Eliwood/Hector's Tale,Swordmaster,F,0,N/A,N/A,5.0,29.0,14.0,21.0,18.0,16.0,11.0,12.0,7.0,6.0,60.0,25.0,45.0,55.0,40.0,10.0,20.0,,,,,,,,,,,,,,,,,65.0,25.0,30.0,30.0,15.0,22.0,25.0,22.0,29.0,30.0,22.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.98629218656,25.8276217444,46.48971913992,56.82076783768001,41.32419479104,10.33104869776,20.66209739552
FE7,Renault,Eliwood/Hector's Tale,Bishop,M,0,N/A,N/A,16.0,43.0,12.0,22.0,20.0,10.0,15.0,18.0,9.0,6.0,60.0,40.0,30.0,35.0,15.0,20.0,40.0,,,,,,,,,,,,,,,,,45.0,35.0,25.0,22.0,8.0,40.0,40.0,25.0,26.0,24.0,22.0,30.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7923173963776,41.861544930918406,31.3961586981888,36.6288518145536,15.6980793490944,20.930772465459203,41.861544930918406
FE7,Athos,Eliwood/Hector's Tale,Archsage,M,0,N/A,N/A,20.0,40.0,30.0,24.0,20.0,25.0,20.0,28.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,45.0,45.0,30.0,25.0,10.0,35.0,15.0,30.0,30.0,25.0,20.0,30.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE8,Eirika,All,Lord (Eirika),F,0,Great Lord (Eirika),N/A,1.0,16.0,4.0,8.0,9.0,5.0,3.0,1.0,5.0,5.0,70.0,40.0,60.0,60.0,60.0,30.0,30.0,4.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,,,,,,,,,90.0,45.0,40.0,45.0,15.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,24.0,29.0,30.0,22.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,70.39736646369279,40.227066550681606,60.3405998260224,60.3405998260224,60.3405998260224,30.1702999130112,30.1702999130112
FE8,Seth,All,Paladin,M,0,N/A,N/A,1.0,30.0,14.0,13.0,12.0,13.0,11.0,8.0,11.0,8.0,90.0,50.0,45.0,45.0,25.0,40.0,30.0,,,,,,,,,,,,,,,,,70.0,25.0,30.0,18.0,12.0,20.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43083668422265,50.23935371345702,45.21541834211133,45.21541834211133,25.11967685672851,40.19148297076563,30.14361222807422
FE8,Franz,All,Cavalier,M,0,Paladin,N/A,1.0,20.0,7.0,5.0,7.0,2.0,6.0,1.0,9.0,7.0,80.0,40.0,40.0,50.0,40.0,25.0,20.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,25.0,30.0,18.0,12.0,20.0,25.0,25.0,26.0,24.0,25.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,81.050236928,40.525118464,40.525118464,50.65639808000001,40.525118464,25.328199040000005,20.262559232
FE8,Franz,All,Cavalier,M,0,Great Knight,N/A,1.0,20.0,7.0,5.0,7.0,2.0,6.0,1.0,9.0,7.0,80.0,40.0,40.0,50.0,40.0,25.0,20.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,-1.0,,,,,,,,,75.0,35.0,40.0,28.0,15.0,15.0,30.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,70.0,30.0,20.0,15.0,21.0,20.0,20.0,28.0,24.0,24.0,29.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,81.050236928,40.525118464,40.525118464,50.65639808000001,40.525118464,25.328199040000005,20.262559232
FE8,Gilliam,All,Knight,M,0,General,N/A,4.0,25.0,9.0,6.0,3.0,3.0,9.0,3.0,14.0,4.0,90.0,45.0,35.0,30.0,30.0,55.0,20.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,80.0,40.0,30.0,15.0,28.0,20.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,20.0,10.0,23.0,25.0,20.0,29.0,27.0,24.0,30.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.5711462477721,45.28557312388605,35.22211242968915,30.1903820825907,30.1903820825907,55.34903381808295,20.1269213883938
FE8,Gilliam,All,Knight,M,0,Great Knight,N/A,4.0,25.0,9.0,6.0,3.0,3.0,9.0,3.0,14.0,4.0,90.0,45.0,35.0,30.0,30.0,55.0,20.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,,,,,,,,,80.0,40.0,30.0,15.0,28.0,20.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,70.0,30.0,20.0,15.0,21.0,20.0,20.0,28.0,24.0,24.0,29.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,90.5711462477721,45.28557312388605,35.22211242968915,30.1903820825907,30.1903820825907,55.34903381808295,20.1269213883938
FE8,Vanessa,All,Pegasus Knight,F,0,Falcoknight,N/A,1.0,17.0,5.0,7.0,11.0,4.0,6.0,5.0,5.0,7.0,50.0,35.0,55.0,60.0,50.0,20.0,30.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,65.0,35.0,40.0,40.0,12.0,35.0,35.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,60.0,30.0,30.0,30.0,12.0,30.0,30.0,23.0,25.0,28.0,23.0,26.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,50.83241522,35.582690654,55.91565674200001,60.99889826399999,50.83241522,20.332966088000003,30.499449131999995
FE8,Vanessa,All,Pegasus Knight,F,0,Wyvern Knight,N/A,1.0,17.0,5.0,7.0,11.0,4.0,6.0,5.0,5.0,7.0,50.0,35.0,55.0,60.0,50.0,20.0,30.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,65.0,35.0,40.0,40.0,12.0,35.0,35.0,20.0,20.0,20.0,20.0,20.0,25.0,60.0,30.0,15.0,65.0,35.0,30.0,30.0,15.0,20.0,25.0,24.0,27.0,29.0,23.0,23.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,50.83241522,35.582690654,55.91565674200001,60.99889826399999,50.83241522,20.332966088000003,30.499449131999995
FE8,Moulder,All,Priest,M,0,Bishop,N/A,3.0,20.0,4.0,6.0,9.0,1.0,2.0,5.0,9.0,5.0,70.0,40.0,50.0,40.0,20.0,25.0,25.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,50.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,35.0,25.0,22.0,8.0,40.0,40.0,25.0,26.0,24.0,22.0,30.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,71.74233429999998,40.995619600000005,51.2445245,40.995619600000005,20.497809800000002,25.62226225,25.62226225
FE8,Moulder,All,Priest,M,0,Sage,N/A,3.0,20.0,4.0,6.0,9.0,1.0,2.0,5.0,9.0,5.0,70.0,40.0,50.0,40.0,20.0,25.0,25.0,4.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,50.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,28.0,30.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,71.74233429999998,40.995619600000005,51.2445245,40.995619600000005,20.497809800000002,25.62226225,25.62226225
FE8,Ross,All,Journeyman,M,0,Fighter,Warrior,1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,85.0,55.0,35.0,30.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,80.0,45.0,25.0,20.0,16.0,17.0,15.0,30.0,28.0,26.0,26.0,22.0,25.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Ross,All,Journeyman,M,0,Fighter,Hero,1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,85.0,55.0,35.0,30.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,30.0,20.0,20.0,20.0,25.0,25.0,30.0,26.0,25.0,22.0,25.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Ross,All,Journeyman,M,0,Pirate,Berserker,1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,50.0,35.0,25.0,10.0,13.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,50.0,35.0,25.0,10.0,13.0,15.0,30.0,29.0,28.0,23.0,21.0,25.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Ross,All,Journeyman,M,0,Pirate,Warrior,1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,50.0,35.0,25.0,10.0,13.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,80.0,45.0,25.0,20.0,16.0,17.0,15.0,30.0,28.0,26.0,26.0,22.0,25.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Ross,All,Journeyman,M,0,Journeyman (2),Hero,1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,30.0,20.0,20.0,20.0,25.0,25.0,30.0,26.0,25.0,22.0,25.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Ross,All,Journeyman,M,0,Journeyman (2),Journeyman (3),1.0,15.0,5.0,2.0,3.0,8.0,3.0,0.0,8.0,4.0,70.0,50.0,35.0,30.0,40.0,25.0,20.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,85.0,55.0,40.0,32.0,18.0,20.0,40.0,26.0,29.0,28.0,23.0,23.0,20.0,60.0,30.0,15.0,71.76215794299999,51.258684245,35.881078971499996,30.755210547,41.006947396,25.6293421225,20.503473698
FE8,Garcia,All,Fighter,M,0,Warrior,N/A,4.0,28.0,8.0,7.0,7.0,3.0,5.0,1.0,14.0,5.0,80.0,65.0,40.0,20.0,40.0,25.0,15.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,,,,,,,,,85.0,55.0,35.0,30.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,80.0,45.0,25.0,20.0,16.0,17.0,15.0,30.0,28.0,26.0,26.0,22.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,81.04137391232,65.84611630376,40.52068695616,20.26034347808,40.52068695616,25.325429347600004,15.19525760856
FE8,Garcia,All,Fighter,M,0,Hero,N/A,4.0,28.0,8.0,7.0,7.0,3.0,5.0,1.0,14.0,5.0,80.0,65.0,40.0,20.0,40.0,25.0,15.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,,,,,,,,,85.0,55.0,35.0,30.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,75.0,30.0,30.0,20.0,20.0,20.0,25.0,25.0,30.0,26.0,25.0,22.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,81.04137391232,65.84611630376,40.52068695616,20.26034347808,40.52068695616,25.325429347600004,15.19525760856
FE8,Neimi,All,Archer,F,0,Sniper,N/A,1.0,17.0,4.0,5.0,6.0,4.0,3.0,2.0,5.0,5.0,55.0,45.0,50.0,60.0,50.0,15.0,35.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,70.0,35.0,40.0,32.0,15.0,20.0,35.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,65.0,30.0,30.0,20.0,15.0,25.0,30.0,24.0,30.0,29.0,24.0,24.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,55.76237499424024,45.62376135892383,50.693068176582024,60.83168181189843,50.693068176582024,15.207920452974607,35.48514772360742
FE8,Neimi,All,Archer,F,0,Ranger,N/A,1.0,17.0,4.0,5.0,6.0,4.0,3.0,2.0,5.0,5.0,55.0,45.0,50.0,60.0,50.0,15.0,35.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,,,,,,,,,70.0,35.0,40.0,32.0,15.0,20.0,35.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,60.0,25.0,30.0,35.0,15.0,20.0,25.0,23.0,28.0,30.0,22.0,25.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,55.76237499424024,45.62376135892383,50.693068176582024,60.83168181189843,50.693068176582024,15.207920452974607,35.48514772360742
FE8,Colm,All,Thief,M,0,Assassin,N/A,2.0,18.0,4.0,4.0,10.0,8.0,3.0,1.0,6.0,6.0,75.0,40.0,40.0,65.0,45.0,25.0,20.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,75.787729201875,40.420122241,40.420122241,65.68269864162501,45.472637521124994,25.262576400624997,20.2100611205
FE8,Colm,All,Thief,M,0,Rogue,N/A,2.0,18.0,4.0,4.0,10.0,8.0,3.0,1.0,6.0,6.0,75.0,40.0,40.0,65.0,45.0,25.0,20.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,,,,,,,,,50.0,5.0,45.0,40.0,5.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,50.0,10.0,45.0,35.0,5.0,20.0,40.0,20.0,30.0,30.0,20.0,20.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,75.787729201875,40.420122241,40.420122241,65.68269864162501,45.472637521124994,25.262576400624997,20.2100611205
FE8,Artur,All,Monk,M,0,Bishop,N/A,2.0,19.0,6.0,6.0,8.0,2.0,2.0,6.0,6.0,5.0,55.0,50.0,50.0,40.0,25.0,15.0,55.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,40.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,35.0,25.0,22.0,8.0,40.0,40.0,25.0,26.0,24.0,22.0,30.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,56.08564661790773,50.98695147082519,50.98695147082519,40.78956117666016,25.493475735412595,15.296085441247559,56.08564661790773
FE8,Artur,All,Monk,M,0,Sage,N/A,2.0,19.0,6.0,6.0,8.0,2.0,2.0,6.0,6.0,5.0,55.0,50.0,50.0,40.0,25.0,15.0,55.0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,40.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,28.0,30.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,56.08564661790773,50.98695147082519,50.98695147082519,40.78956117666016,25.493475735412595,15.296085441247559,56.08564661790773
FE8,Lute,All,Mage,F,0,Sage,N/A,1.0,17.0,6.0,6.0,7.0,8.0,3.0,5.0,3.0,5.0,45.0,65.0,30.0,45.0,45.0,15.0,40.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,,,,,,,,,55.0,55.0,40.0,35.0,5.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,45.0,30.0,25.0,10.0,40.0,15.0,30.0,28.0,26.0,21.0,25.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,45.95493241444317,66.37934682086237,30.636621609628783,45.95493241444317,45.95493241444317,15.318310804814391,40.84882881283838
FE8,Lute,All,Mage,F,0,Mage Knight,N/A,1.0,17.0,6.0,6.0,7.0,8.0,3.0,5.0,3.0,5.0,45.0,65.0,30.0,45.0,45.0,15.0,40.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,,,,,,,,,55.0,55.0,40.0,35.0,5.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,40.0,30.0,40.0,10.0,40.0,40.0,25.0,24.0,25.0,24.0,28.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,45.95493241444317,66.37934682086237,30.636621609628783,45.95493241444317,45.95493241444317,15.318310804814391,40.84882881283838
FE8,Natasha,All,Cleric,F,0,Bishop,N/A,1.0,18.0,2.0,4.0,8.0,6.0,2.0,6.0,4.0,5.0,50.0,60.0,25.0,40.0,60.0,15.0,55.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,50.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,35.0,25.0,22.0,8.0,50.0,40.0,25.0,25.0,26.0,21.0,30.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,50.69798064500001,60.837576774,25.348990322500004,40.558384516000004,60.837576774,15.2093941935,55.76777870950001
FE8,Natasha,All,Cleric,F,0,Valkyrie,N/A,1.0,18.0,2.0,4.0,8.0,6.0,2.0,6.0,4.0,5.0,50.0,60.0,25.0,40.0,60.0,15.0,55.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,,,,,,,,,50.0,30.0,35.0,32.0,8.0,50.0,45.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,45.0,35.0,25.0,45.0,10.0,40.0,40.0,25.0,24.0,25.0,24.0,28.0,25.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,50.69798064500001,60.837576774,25.348990322500004,40.558384516000004,60.837576774,15.2093941935,55.76777870950001
FE8,Joshua,All,Myrmidon,M,0,Swordmaster,N/A,5.0,24.0,8.0,13.0,14.0,7.0,5.0,2.0,8.0,5.0,80.0,35.0,55.0,55.0,30.0,20.0,20.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,70.0,35.0,40.0,40.0,15.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,30.0,15.0,65.0,25.0,30.0,30.0,15.0,22.0,25.0,24.0,29.0,30.0,22.0,23.0,20.0,60.0,30.0,15.0,,,,,,,,,,,,,,,,,80.95461512007681,35.417644115033596,55.656297895052795,55.656297895052795,30.3579806700288,20.238653780019202,20.238653780019202
